Dataset,Seed,MUSE Fitting Time,Inference time,Accuracy,Weighted F1
ArticularyWordRecognition,0,659.4873723573983,415.74951046332717,0.9933333333333333,0.9933217391304349
ArticularyWordRecognition,1,659.8028968311846,418.17793655209243,0.9933333333333333,0.9933217391304349
ArticularyWordRecognition,2,662.2410893570632,416.6518774628639,0.9933333333333333,0.9933217391304349
ArticularyWordRecognition,3,658.1696336027235,416.2292115520686,0.9933333333333333,0.9933217391304349
ArticularyWordRecognition,4,660.1514009553939,418.1511526145041,0.9933333333333333,0.9933217391304349
ArticularyWordRecognition,5,659.1646705884486,416.9283275809139,0.9933333333333333,0.9933217391304349
ArticularyWordRecognition,6,659.5284598749131,418.23962096497416,0.9933333333333333,0.9933217391304349
ArticularyWordRecognition,7,661.5812407042831,418.04528052918613,0.9933333333333333,0.9933217391304349
ArticularyWordRecognition,8,660.7347596269101,419.16151673719287,0.9933333333333333,0.9933217391304349
ArticularyWordRecognition,9,660.7899313122034,419.3714566230774,0.9933333333333333,0.9933217391304349
ArticularyWordRecognition,10,661.2285705208778,421.3957743681967,0.9933333333333333,0.9933217391304349
ArticularyWordRecognition,11,662.5335219595581,418.88482310809195,0.9933333333333333,0.9933217391304349
ArticularyWordRecognition,12,663.5222061499953,420.3014388643205,0.9933333333333333,0.9933217391304349
ArticularyWordRecognition,13,662.3720875419676,421.61065973341465,0.9933333333333333,0.9933217391304349
ArticularyWordRecognition,14,663.3209343682975,422.6369186770171,0.9933333333333333,0.9933217391304349
ArticularyWordRecognition,15,648.1337904315442,406.29330815561116,0.9933333333333333,0.9933217391304349
ArticularyWordRecognition,16,645.2292311843485,406.8170114476234,0.9933333333333333,0.9933217391304349
ArticularyWordRecognition,17,646.7601471152157,404.81759505718946,0.9933333333333333,0.9933217391304349
ArticularyWordRecognition,18,643.9542407989502,408.7704274188727,0.9933333333333333,0.9933217391304349
ArticularyWordRecognition,19,647.2733264528215,408.8330380078405,0.9933333333333333,0.9933217391304349
AtrialFibrillation,0,21.15793909318745,11.58294920437038,0.26666666666666666,0.27542087542087546
AtrialFibrillation,1,20.884038645774126,11.550683099776506,0.3333333333333333,0.301994301994302
AtrialFibrillation,2,20.212003840133548,11.587577378377318,0.4,0.4074074074074074
AtrialFibrillation,3,20.02223333902657,11.222102954983711,0.2,0.20875420875420878
AtrialFibrillation,4,20.84858001768589,11.568738086149096,0.26666666666666666,0.2611111111111111
AtrialFibrillation,5,21.560134096071124,11.4079897608608,0.2,0.20000000000000007
AtrialFibrillation,6,20.59303278848529,11.52177681401372,0.26666666666666666,0.2878787878787879
AtrialFibrillation,7,20.83680355362594,11.63213667459786,0.2,0.20875420875420878
AtrialFibrillation,8,20.679568516090512,11.228286324068904,0.26666666666666666,0.2606060606060606
AtrialFibrillation,9,20.9619323592633,11.404600931331515,0.26666666666666666,0.27542087542087546
AtrialFibrillation,10,20.183519780635834,11.498145163059235,0.26666666666666666,0.27542087542087546
AtrialFibrillation,11,20.74493394419551,11.896855127066374,0.3333333333333333,0.336026936026936
AtrialFibrillation,12,20.212876869365573,11.435607442632318,0.2,0.20000000000000007
AtrialFibrillation,13,21.054731799289584,11.285291522741318,0.2,0.20000000000000007
AtrialFibrillation,14,21.283989241346717,11.62461562640965,0.3333333333333333,0.336026936026936
AtrialFibrillation,15,20.54869588278234,11.741264486685395,0.13333333333333333,0.14393939393939395
AtrialFibrillation,16,20.42817595601082,11.592609127983451,0.5333333333333333,0.538961038961039
AtrialFibrillation,17,20.761180832982063,11.609458835795522,0.3333333333333333,0.301994301994302
AtrialFibrillation,18,20.453770956024528,11.74349843710661,0.3333333333333333,0.3444444444444444
AtrialFibrillation,19,21.193218963220716,11.592216745018959,0.2,0.20000000000000007
BasicMotions,0,62.83020427264273,48.257337188348174,1.0,1.0
BasicMotions,1,63.41566392406821,48.83911668136716,1.0,1.0
BasicMotions,2,63.135322419926524,48.831289483234286,1.0,1.0
BasicMotions,3,63.06562590971589,48.735355047509074,1.0,1.0
BasicMotions,4,63.77038573846221,48.61229453422129,1.0,1.0
BasicMotions,5,63.46332783997059,48.95129648409784,1.0,1.0
BasicMotions,6,63.32964118011296,49.42503011599183,1.0,1.0
BasicMotions,7,63.44798831641674,49.004708759486675,1.0,1.0
