Dataset,Seed,Training Time,Last Epoch,Inference time,Accuracy,Weighted F1
ArticularyWordRecognition,0,37.065880523994565,618,0.5431163106113672,0.99,0.9899826086956522
ArticularyWordRecognition,1,36.01773345284164,727,0.2727066781371832,0.9866666666666668,0.9866434782608696
ArticularyWordRecognition,2,34.82461481541395,683,0.2732808906584978,0.9866666666666668,0.9866434782608696
ArticularyWordRecognition,3,31.924507066607475,627,0.2722101509571075,0.9833333333333332,0.9829305303392264
ArticularyWordRecognition,4,33.95001404359937,643,0.2736108489334583,0.9866666666666668,0.9866434782608696
ArticularyWordRecognition,5,31.6382964104414,621,0.2968868743628263,0.9866666666666668,0.9866434782608696
ArticularyWordRecognition,6,31.913029616698623,625,0.3101299609988928,0.9833333333333332,0.9831630089717048
ArticularyWordRecognition,7,27.276858393102884,525,0.2998434230685234,0.9866666666666668,0.9866434782608696
ArticularyWordRecognition,8,31.490744456648827,625,0.2968330848962068,0.99,0.9899826086956522
ArticularyWordRecognition,9,32.35022555105388,639,0.2979479692876339,0.9866666666666668,0.986485375494071
ArticularyWordRecognition,10,36.05461009405553,738,0.3095216862857342,0.9866666666666668,0.986608452417148
ArticularyWordRecognition,11,33.83800531923771,675,0.3101329505443573,0.9833333333333332,0.9832693219823656
ArticularyWordRecognition,12,32.79249937273562,650,0.2986119352281093,0.9866666666666668,0.9866434782608696
ArticularyWordRecognition,13,32.27984953485429,634,0.3146181609481573,0.99,0.9899826086956522
ArticularyWordRecognition,14,35.088593209162354,712,0.3070918545126915,0.99,0.9899826086956522
ArticularyWordRecognition,15,39.06029814481735,811,0.3108544312417507,0.9833333333333332,0.9832693219823656
ArticularyWordRecognition,16,33.31067225895822,652,0.3092626370489597,0.99,0.9899826086956522
ArticularyWordRecognition,17,31.201554227620363,621,0.3097964525222778,0.9866666666666668,0.9866434782608696
ArticularyWordRecognition,18,32.643432684242725,659,0.308075301349163,0.9866666666666668,0.986608452417148
ArticularyWordRecognition,19,36.00956202298403,726,0.2981834225356579,0.9866666666666668,0.9866434782608696
AtrialFibrillation,0,23.96003399603069,625,0.2402408272027969,0.3333333333333333,0.1666666666666666
AtrialFibrillation,1,21.80986437574029,586,0.2146335393190384,0.4,0.2865497076023391
AtrialFibrillation,2,23.24778343737125,559,0.2392281014472246,0.2,0.1558441558441558
AtrialFibrillation,3,20.514052599668503,554,0.2402106299996376,0.3333333333333333,0.1666666666666666
AtrialFibrillation,4,20.57713330350816,559,0.2434609793126583,0.3333333333333333,0.1666666666666666
AtrialFibrillation,5,22.74383732490241,608,0.2739134207367897,0.2666666666666666,0.2
AtrialFibrillation,6,23.52833219058812,625,0.2750587835907936,0.3333333333333333,0.3185185185185186
AtrialFibrillation,7,20.575320864096284,552,0.2784400563687086,0.2666666666666666,0.1403508771929824
AtrialFibrillation,8,25.536042097955946,675,0.2844866532832384,0.2666666666666666,0.2009803921568627
AtrialFibrillation,9,22.78026770614088,618,0.2828602232038975,0.2666666666666666,0.2009803921568627
AtrialFibrillation,10,21.28844857774675,542,0.2826566807925701,0.2666666666666666,0.1403508771929824
AtrialFibrillation,11,20.11807824112475,513,0.2822612822055816,0.3333333333333333,0.1666666666666666
AtrialFibrillation,12,23.04480908997357,634,0.2795944921672344,0.1333333333333333,0.1068376068376068
AtrialFibrillation,13,24.864080818369985,675,0.2671792283654213,0.2666666666666666,0.2009803921568627
AtrialFibrillation,14,19.55021284893155,511,0.2874361388385296,0.3333333333333333,0.1666666666666666
AtrialFibrillation,15,23.27525683492422,626,0.2756513562053442,0.2666666666666666,0.1403508771929824
AtrialFibrillation,16,21.65312602184713,586,0.2552307900041342,0.3333333333333333,0.1666666666666666
AtrialFibrillation,17,23.852398416027427,652,0.2622821517288685,0.3333333333333333,0.1666666666666666
AtrialFibrillation,18,20.36783141642809,541,0.2785476576536894,0.2666666666666666,0.2009803921568627
AtrialFibrillation,19,21.649182396009564,576,0.2749680522829294,0.3333333333333333,0.1666666666666666
BasicMotions,0,19.04560377448797,501,0.4038929082453251,1.0,1.0
BasicMotions,1,20.75251111201942,541,0.2361774872988462,1.0,1.0
BasicMotions,2,19.8464206121862,553,0.2399296127259731,1.0,1.0
BasicMotions,3,30.91956353932619,624,0.2123767491430044,1.0,1.0
BasicMotions,4,19.30350575968623,537,0.2423012796789407,1.0,1.0
BasicMotions,5,20.640145998448133,557,0.2754460778087377,1.0,1.0
BasicMotions,6,20.083432488143444,576,0.2720763254910707,1.0,1.0
BasicMotions,7,20.65712726488709,547,0.2770822364836931,1.0,1.0
BasicMotions,8,20.893762351945043,557,0.2829053960740566,1.0,1.0
BasicMotions,9,19.04421804845333,510,0.2803449779748916,1.0,1.0
BasicMotions,10,21.438773510977622,579,0.2905750535428524,1.0,1.0
BasicMotions,11,20.16875088587404,520,0.2850062251091003,1.0,1.0
BasicMotions,12,19.862071312963963,540,0.2764392253011465,1.0,1.0
BasicMotions,13,21.14505904354155,576,0.2814245801419019,1.0,1.0
BasicMotions,14,20.690680464729667,549,0.2759225480258465,1.0,1.0
BasicMotions,15,19.679716922342777,523,0.2827364914119243,1.0,1.0
BasicMotions,16,18.68245463259518,502,0.2777411583811044,1.0,1.0
BasicMotions,17,19.922469159588218,539,0.2758496012538671,1.0,1.0
BasicMotions,18,21.135159546509385,563,0.280424440279603,1.0,1.0
BasicMotions,19,20.957830645143986,558,0.2910017315298319,1.0,1.0
CharacterTrajectories,0,95.1177810896188,484,0.68829664029181,0.9958217270194986,0.9958260539848108
CharacterTrajectories,1,89.27726183272898,469,0.3776794485747814,0.9958217270194986,0.9958183333639512
CharacterTrajectories,2,95.80330987460913,499,0.3659782279282808,0.9958217270194986,0.9958185627159486
CharacterTrajectories,3,82.34743754006922,426,0.3708928078413009,0.9965181058495822,0.996511808234178
CharacterTrajectories,4,97.41386110335588,512,0.3704850357025862,0.993732590529248,0.9937147133864354
CharacterTrajectories,5,101.71078332699835,540,0.3939487114548683,0.995125348189415,0.9951182552213758
CharacterTrajectories,6,100.73834114708006,529,0.4102395959198475,0.995125348189415,0.9951193268739263
CharacterTrajectories,7,96.37931169755755,503,0.3953450620174408,0.993732590529248,0.9937309237524168
CharacterTrajectories,8,107.66049908660352,566,0.3956430405378341,0.995125348189415,0.995124319316856
CharacterTrajectories,9,83.25759125500917,409,0.7176101040095091,0.993732590529248,0.9937173010930256
CharacterTrajectories,10,100.8724338132888,536,0.3995493538677692,0.993732590529248,0.993737294788424
