Dataset,Seed,Parameter Generation Time,Train set transformation time,Training time,Inference time,Accuracy,Weighted F1
ArticularyWordRecognition,0,0.036494786851108,1.3302727276459336,0.2523521548137069,1.517709132283926,0.9933333333333332,0.9933217391304348
ArticularyWordRecognition,1,0.044951144605875,1.3874405911192298,0.2610128726810217,1.707005293108523,0.9933333333333332,0.9933217391304348
ArticularyWordRecognition,2,0.0448484430089592,1.425874992273748,0.2902498263865709,1.5572398789227009,0.9933333333333332,0.9933217391304348
ArticularyWordRecognition,3,0.0444500213488936,1.3248058166354897,0.2634002361446619,1.554836913011968,0.9933333333333332,0.9933217391304348
ArticularyWordRecognition,4,0.050124567002058,1.4289357978850603,0.2698158118873834,1.5867619076743722,0.9933333333333332,0.9933217391304348
ArticularyWordRecognition,5,0.0295546036213636,1.026022782549262,0.2337460592389106,1.0597380809485912,0.9933333333333332,0.9933217391304348
ArticularyWordRecognition,6,0.0170332062989473,0.9098800029605628,0.221844857558608,0.9880601391196252,0.9933333333333332,0.9933217391304348
ArticularyWordRecognition,7,0.0232582651078701,0.8752175960689783,0.2322173081338405,0.9887080825865268,0.9933333333333332,0.9933217391304348
ArticularyWordRecognition,8,0.0231661591678857,0.8688813205808401,0.2224549166858196,0.9807159565389156,0.9933333333333332,0.9933217391304348
ArticularyWordRecognition,9,0.0234406925737857,0.8813121989369392,0.2238536663353443,0.9865091927349569,0.9933333333333332,0.9933217391304348
ArticularyWordRecognition,10,0.0229725837707519,0.9378262180835008,0.2521524727344513,1.0367948599159718,0.9933333333333332,0.9933217391304348
ArticularyWordRecognition,11,0.0233084317296743,0.9015682823956012,0.2409003768116235,1.0361682064831257,0.9933333333333332,0.9933217391304348
ArticularyWordRecognition,12,0.0233791470527648,0.9052153397351504,0.2330928426235914,1.0031664576381445,0.9933333333333332,0.9933217391304348
ArticularyWordRecognition,13,0.023454699665308,0.8891800008714199,0.2255661059170961,0.9880012962967156,0.9933333333333332,0.9933217391304348
ArticularyWordRecognition,14,0.0233301855623722,0.8783503528684378,0.2329539246857166,0.980350896716118,0.9933333333333332,0.9933217391304348
ArticularyWordRecognition,15,0.0232746917754411,0.8784389346837997,0.2370248436927795,0.9966941382735968,0.9933333333333332,0.9933217391304348
ArticularyWordRecognition,16,0.0231167543679475,0.9244411326944828,0.2386379074305296,1.0027955807745457,0.9933333333333332,0.9933217391304348
ArticularyWordRecognition,17,0.0226964578032493,0.8644672650843859,0.2284609638154506,0.9734357055276632,0.9933333333333332,0.9933217391304348
ArticularyWordRecognition,18,0.022986089810729,0.8770979940891266,0.2326347660273313,0.9841488115489484,0.9933333333333332,0.9933217391304348
ArticularyWordRecognition,19,0.0232162624597549,0.8768784217536449,0.2266508806496858,0.9795021750032902,0.9933333333333332,0.9933217391304348
AtrialFibrillation,0,0.0300087258219718,0.3030728856101632,0.007883439771831,0.3019964909180999,0.0666666666666666,0.0444444444444444
AtrialFibrillation,1,0.0143231004476547,0.2196054961532354,0.0145940585061907,0.3079979233443737,0.0666666666666666,0.0444444444444444
AtrialFibrillation,2,0.0317929266020655,0.2654658239334821,0.0167790343984961,0.3109002001583576,0.1333333333333333,0.0833333333333333
AtrialFibrillation,3,0.0183007717132568,0.2665858119726181,0.0196889154613018,0.3052583886310458,0.0666666666666666,0.0444444444444444
AtrialFibrillation,4,0.0184736503288149,0.2361937742680311,0.0166321722790598,0.3112828750163317,0.0666666666666666,0.0444444444444444
AtrialFibrillation,5,0.0119559671729803,0.205645291134715,0.013408750295639,0.2392130866646766,0.0666666666666666,0.0444444444444444
AtrialFibrillation,6,0.0090555287897586,0.2387785445898771,0.0092661716043949,0.2715368065983057,0.0666666666666666,0.0444444444444444
AtrialFibrillation,7,0.0123293567448854,0.3089647311717272,0.0234028976410627,0.3792309090495109,0.0666666666666666,0.0444444444444444
AtrialFibrillation,8,0.0136209446936845,0.336061691865325,0.0297263637185096,0.3607651405036449,0.0666666666666666,0.0444444444444444
AtrialFibrillation,9,0.0115374363958835,0.3225630354136228,0.0292722135782241,0.3808609098196029,0.0666666666666666,0.0444444444444444
AtrialFibrillation,10,0.0119292754679918,0.2036565765738487,0.0148031748831272,0.2510150726884603,0.0666666666666666,0.0444444444444444
AtrialFibrillation,11,0.0132732763886451,0.2630756758153438,0.0273328572511672,0.3419985808432102,0.0666666666666666,0.0444444444444444
AtrialFibrillation,12,0.0139005444943904,0.3005999103188514,0.0232598949223756,0.3765257000923157,0.0666666666666666,0.0444444444444444
AtrialFibrillation,13,0.0136616472154855,0.3285919744521379,0.0412176977843046,0.4039054848253727,0.0666666666666666,0.0444444444444444
AtrialFibrillation,14,0.012944258749485,0.3267837278544903,0.0183388087898492,0.3773744087666273,0.0666666666666666,0.0444444444444444
AtrialFibrillation,15,0.0188007354736328,0.314100332558155,0.0278555359691381,0.3713179007172584,0.0666666666666666,0.0444444444444444
AtrialFibrillation,16,0.0181680992245674,0.3481719195842743,0.0427742768079042,0.3918523732572794,0.0666666666666666,0.0444444444444444
AtrialFibrillation,17,0.0184929389506578,0.3489676602184772,0.0209933035075664,0.3910678848624229,0.0666666666666666,0.0444444444444444
AtrialFibrillation,18,0.0138027779757976,0.315252423286438,0.0358595456928014,0.3968570046126842,0.0666666666666666,0.0444444444444444
AtrialFibrillation,19,0.0182631183415651,0.3320785984396934,0.0252302475273609,0.3760967757552862,0.1333333333333333,0.0833333333333333
BasicMotions,0,0.0439309580251574,0.1836161371320486,0.0481141014024615,0.207034713588655,1.0,1.0
BasicMotions,1,0.0391198238357901,0.1974819619208574,0.0327016869559884,0.2482036249712109,1.0,1.0
BasicMotions,2,0.028773003257811,0.2066798377782106,0.0688781021162867,0.2086588097736239,1.0,1.0
BasicMotions,3,0.028497127816081,0.1804407620802521,0.050758009776473,0.2237766170874238,1.0,1.0
BasicMotions,4,0.0418650116771459,0.1984313316643238,0.0412072008475661,0.2436229148879647,1.0,1.0
BasicMotions,5,0.0184102766215801,0.1875029262155294,0.0419703107327222,0.2385908421128988,1.0,1.0
BasicMotions,6,0.0253646969795227,0.1979720126837492,0.0370303001254797,0.2321729660034179,1.0,1.0
BasicMotions,7,0.0227570515125989,0.1989517975598573,0.0345288757234811,0.2161763198673725,1.0,1.0
BasicMotions,8,0.0287348087877035,0.1917233821004629,0.0338856596499681,0.1976582650095224,1.0,1.0
BasicMotions,9,0.0242141410708427,0.1800395417958498,0.0391716435551643,0.2142971698194742,1.0,1.0
BasicMotions,10,0.0227159839123487,0.1913466043770313,0.0372877828776836,0.2366702277213335,1.0,1.0
BasicMotions,11,0.0203531943261623,0.2091415356844663,0.0445298980921506,0.2327350433915853,1.0,1.0
BasicMotions,12,0.0272906273603439,0.1913958489894867,0.0408520437777042,0.2162936478853225,1.0,1.0
BasicMotions,13,0.0232038665562868,0.1800953578203916,0.0383783876895904,0.1950061451643705,1.0,1.0
BasicMotions,14,0.0202979817986488,0.185465021058917,0.0705435499548912,0.2015848327428102,1.0,1.0
BasicMotions,15,0.026142293587327,0.1563776656985283,0.0348027367144823,0.1700095571577549,1.0,1.0
BasicMotions,16,0.0182480923831462,0.141251940280199,0.0405050925910472,0.1676806006580591,1.0,1.0
BasicMotions,17,0.017782649025321,0.1291551478207111,0.035354271531105,0.1555109526962041,1.0,1.0
BasicMotions,18,0.0198445711284875,0.1230745110660791,0.0349318273365497,0.1551507171243429,1.0,1.0
