Dataset,Seed,Training Time,Last Epoch,Inference time,Accuracy,Weighted F1
ArticularyWordRecognition,0,41.21666733920574,627,0.5394171513617039,0.9833333333333332,0.9831462450592886
ArticularyWordRecognition,1,42.36059486493468,725,0.1809993367642164,0.9866666666666668,0.9864853754940712
ArticularyWordRecognition,2,34.408175041899085,585,0.2309384699910879,0.99,0.9899826086956522
ArticularyWordRecognition,3,37.65296338312328,660,0.2433961164206266,0.9833333333333332,0.9831462450592884
ArticularyWordRecognition,4,36.16979988478124,627,0.2296724207699298,0.9866666666666668,0.9864911725955204
ArticularyWordRecognition,5,40.784992376342416,759,0.4764404557645321,0.9833333333333332,0.9833101449275362
ArticularyWordRecognition,6,30.49103483557701,625,0.2747901640832424,0.99,0.9899826086956522
ArticularyWordRecognition,7,33.466761926189065,702,0.2742669023573398,0.99,0.9899884057971016
ArticularyWordRecognition,8,32.896865755319595,674,0.2770099136978388,0.9866666666666668,0.9866434782608696
ArticularyWordRecognition,9,32.845567125827074,684,0.2728543914854526,0.9833333333333332,0.9831462450592886
ArticularyWordRecognition,10,35.63583421707153,614,0.474770875647664,0.9866666666666668,0.9866434782608696
ArticularyWordRecognition,11,30.31349735148251,639,0.2708427403122186,0.9833333333333332,0.9831520421607378
ArticularyWordRecognition,12,30.582438953220844,627,0.2708385307341814,0.9833333333333332,0.9833101449275364
ArticularyWordRecognition,13,27.10294952057302,557,0.2722210772335529,0.9866666666666668,0.9866434782608696
ArticularyWordRecognition,14,31.02505507133901,634,0.2704851403832435,0.9833333333333332,0.9831462450592884
ArticularyWordRecognition,15,24.44289680942893,507,0.26904471591115,0.98,0.979930191547583
ArticularyWordRecognition,16,28.99616221152246,598,0.269239567220211,0.9866666666666668,0.9866434782608696
ArticularyWordRecognition,17,34.31611637212336,734,0.2719984725117683,0.9833333333333332,0.9831462450592884
ArticularyWordRecognition,18,31.413773115724325,659,0.275951188057661,0.9866666666666668,0.9866434782608696
ArticularyWordRecognition,19,30.739197593182325,639,0.2704378515481949,0.9833333333333332,0.983304347826087
AtrialFibrillation,0,29.58072137273848,669,0.2074204441159963,0.2,0.1904761904761905
AtrialFibrillation,1,28.606087004765868,639,0.2155118826776743,0.2,0.2113997113997114
AtrialFibrillation,2,30.691558288410302,658,0.223820824176073,0.2666666666666666,0.2202380952380952
AtrialFibrillation,3,28.979705177247524,619,0.2042200844734907,0.2666666666666666,0.2669552669552669
AtrialFibrillation,4,28.36162747256457,615,0.2265063561499118,0.3333333333333333,0.3121693121693122
AtrialFibrillation,5,22.242232913151383,614,0.2401219923049211,0.4666666666666667,0.4027777777777778
AtrialFibrillation,6,22.4516482912004,612,0.2414285261183977,0.3333333333333333,0.3119047619047619
AtrialFibrillation,7,23.13878339342773,619,0.2376226559281349,0.1333333333333333,0.1346153846153846
AtrialFibrillation,8,25.385342452675104,685,0.2431071959435939,0.3333333333333333,0.3119047619047619
AtrialFibrillation,9,25.106775594875216,690,0.2423650063574314,0.2666666666666666,0.2644688644688645
AtrialFibrillation,10,21.03953416645527,589,0.2087119948118925,0.2666666666666666,0.2740740740740741
AtrialFibrillation,11,21.842468213289976,627,0.2453025747090578,0.1333333333333333,0.1309523809523809
AtrialFibrillation,12,22.84262055158615,657,0.2351329214870929,0.4,0.3571428571428571
AtrialFibrillation,13,22.86486073955893,640,0.1934442929923534,0.4,0.3563492063492063
AtrialFibrillation,14,19.434858579188585,547,0.2414672411978244,0.2666666666666666,0.2644688644688645
AtrialFibrillation,15,20.04884144105017,579,0.2527663800865412,0.1333333333333333,0.1309523809523809
AtrialFibrillation,16,24.551496298983693,689,0.2301406916230917,0.3333333333333333,0.3277777777777778
AtrialFibrillation,17,21.99480020813644,638,0.2349827587604522,0.2666666666666666,0.2202380952380952
AtrialFibrillation,18,21.270147632807493,591,0.2383228503167629,0.2,0.1841269841269841
AtrialFibrillation,19,24.40503253042698,705,0.2443840000778436,0.2666666666666666,0.2644688644688645
BasicMotions,0,25.78517724946141,577,0.3666447214782238,1.0,1.0
BasicMotions,1,21.907712468877435,510,0.2408823873847723,1.0,1.0
BasicMotions,2,25.26571998372674,535,0.1769656036049127,1.0,1.0
BasicMotions,3,27.00563827715814,626,0.2363468836992979,1.0,1.0
BasicMotions,4,25.04134550318122,582,0.1971554905176162,1.0,1.0
BasicMotions,5,20.95488558523357,575,0.2664583548903465,1.0,1.0
BasicMotions,6,18.364272540435195,545,0.2443989086896181,1.0,1.0
BasicMotions,7,17.41649491712451,478,0.2450462915003299,1.0,1.0
BasicMotions,8,19.785274848341945,543,0.2488064169883728,1.0,1.0
BasicMotions,9,21.87680523842573,576,0.2549152635037899,1.0,1.0
BasicMotions,10,22.57669293321669,614,0.3144644070416689,1.0,1.0
BasicMotions,11,19.00394019857049,538,0.2350643761456012,1.0,1.0
BasicMotions,12,19.94104971922934,534,0.2416679803282022,1.0,1.0
BasicMotions,13,17.678457422181964,501,0.2353547886013984,1.0,1.0
BasicMotions,14,17.87868494540453,484,0.2383586168289184,1.0,1.0
BasicMotions,15,20.104213893413544,579,0.4807453826069832,1.0,1.0
BasicMotions,16,18.65892498195172,519,0.239266637712717,1.0,1.0
BasicMotions,17,18.66175276227296,506,0.2363787442445755,1.0,1.0
BasicMotions,18,18.903640281409025,534,0.2360335011035204,1.0,1.0
BasicMotions,19,18.552805859595537,512,0.2483070306479931,1.0,1.0
CharacterTrajectories,0,99.43073166534305,410,0.5352695360779762,0.9916434540389972,0.9916442178847602
CharacterTrajectories,1,109.05954950489104,458,0.2566383369266987,0.9916434540389972,0.9916510190244088
CharacterTrajectories,2,122.62136220559478,522,0.2494700495153665,0.9909470752089136,0.9909518420216644
CharacterTrajectories,3,143.15750215947628,594,0.3058139719069004,0.9916434540389972,0.9916499686260666
CharacterTrajectories,4,100.0250204578042,410,0.2523589190095663,0.993732590529248,0.993729842295402
CharacterTrajectories,5,67.43137319386005,349,0.5569902267307043,0.9909470752089136,0.9909329491896526
CharacterTrajectories,6,97.10408603586257,518,0.3701826259493828,0.9923398328690808,0.992334837310703
CharacterTrajectories,7,103.937070120126,553,0.3706968501210212,0.9909470752089136,0.9909550464849588
CharacterTrajectories,8,118.49702427722514,629,0.37191878631711,0.9916434540389972,0.9916248019913132
CharacterTrajectories,9,91.6690585333854,488,0.3719447236508131,0.9895543175487466,0.9895391020063864
CharacterTrajectories,10,116.65680508874355,641,0.55738540366292,0.9930362116991645,0.9930442753005032
CharacterTrajectories,11,90.38766858913004,495,0.3644316680729389,0.9944289693593314,0.9944279696559828
CharacterTrajectories,12,96.1139176003635,522,0.3602574821561575,0.99025069637883,0.9902733724554508
CharacterTrajectories,13,76.33247427456081,410,0.3650761060416698,0.993732590529248,0.9937247885284448
CharacterTrajectories,14,64.41667632572353,354,0.359604800119996,0.993732590529248,0.9937437075749884
