Dataset,Seed,Training Time,Last Epoch,Inference time,Accuracy,Weighted F1
ArticularyWordRecognition,0,38.69409022666514,618,0.5724663995206356,0.9866666666666667,0.986485375494071
ArticularyWordRecognition,1,32.351353976875544,628,0.2781173698604107,0.9833333333333333,0.9831462450592884
ArticularyWordRecognition,2,35.130054868757725,683,0.2695499435067177,0.9833333333333333,0.9831462450592884
ArticularyWordRecognition,3,36.92014476656914,711,0.27673108875751495,0.9833333333333333,0.9831520421607378
ArticularyWordRecognition,4,33.771622113883495,639,0.279232757166028,0.99,0.9899884057971016
ArticularyWordRecognition,5,32.91990244761109,626,0.28038129210472107,0.99,0.990105685618729
ArticularyWordRecognition,6,36.7942459769547,706,0.2736908607184887,0.9866666666666667,0.9866084524171481
ArticularyWordRecognition,7,34.60800046287477,674,0.32337493263185024,0.9866666666666667,0.9866434782608695
ArticularyWordRecognition,8,34.82377894036472,656,0.29109470546245575,0.9866666666666667,0.9864911725955204
ArticularyWordRecognition,9,35.245684092864394,684,0.285948334261775,0.99,0.9899884057971016
ArticularyWordRecognition,10,31.436383094638586,604,0.2751682195812464,0.9833333333333333,0.9831520421607378
ArticularyWordRecognition,11,31.625747239217162,586,0.2796312775462866,0.9866666666666667,0.9866434782608697
ArticularyWordRecognition,12,34.72036950662732,673,0.3077052980661392,0.98,0.9798129117259551
ArticularyWordRecognition,13,35.26791266351938,675,0.28350065648555756,0.99,0.9899884057971016
ArticularyWordRecognition,14,36.19559626467526,698,0.2847907170653343,0.99,0.9899884057971016
ArticularyWordRecognition,15,35.14990495145321,657,0.27681106328964233,0.9866666666666667,0.9864853754940712
ArticularyWordRecognition,16,33.93430820852518,652,0.27593529410660267,0.9866666666666667,0.986649275362319
ArticularyWordRecognition,17,32.58482199534774,630,0.27568227238953114,0.9833333333333333,0.9831462450592886
ArticularyWordRecognition,18,34.73910274542868,659,0.6012817155569792,0.9866666666666667,0.9864911725955204
ArticularyWordRecognition,19,32.70869489572942,623,0.3174097090959549,0.99,0.9899826086956522
AtrialFibrillation,0,24.86132545210421,630,0.2548181489109993,0.4,0.3356643356643357
AtrialFibrillation,1,29.007210843265057,727,0.2536484394222498,0.3333333333333333,0.27777777777777773
AtrialFibrillation,2,28.594612969085574,715,0.26882662810385227,0.3333333333333333,0.27777777777777773
AtrialFibrillation,3,28.216121956706047,713,0.25583843514323235,0.4,0.3356643356643357
AtrialFibrillation,4,23.85719939135015,602,0.2820293940603733,0.4,0.3356643356643357
AtrialFibrillation,5,27.034360887482762,681,0.2648516073822975,0.4,0.3356643356643357
AtrialFibrillation,6,28.688656212761998,701,0.2655690796673298,0.3333333333333333,0.27777777777777773
AtrialFibrillation,7,24.822359655052423,623,0.2533999178558588,0.4,0.3356643356643357
AtrialFibrillation,8,31.1575393024832,795,0.2530177850276232,0.3333333333333333,0.27777777777777773
AtrialFibrillation,9,29.58409263379872,740,0.2814438510686159,0.3333333333333333,0.27777777777777773
AtrialFibrillation,10,26.827197844162583,676,0.25054253451526165,0.26666666666666666,0.21445221445221443
AtrialFibrillation,11,24.709658298641443,625,0.25168457068502903,0.3333333333333333,0.27777777777777773
