Dataset,Seed,MUSE Fitting Time,Inference time,Accuracy,Weighted F1
ArticularyWordRecognition,0,653.0158073734492,412.3195289578289,0.9933333333333333,0.9933217391304349
ArticularyWordRecognition,1,654.5053808763623,415.1669127009809,0.9933333333333333,0.9933217391304349
ArticularyWordRecognition,2,655.9513844847679,415.61632104218006,0.9933333333333333,0.9933217391304349
ArticularyWordRecognition,3,654.0006804168224,413.3197254128754,0.9933333333333333,0.9933217391304349
ArticularyWordRecognition,4,655.6555171776563,416.0719751380384,0.9933333333333333,0.9933217391304349
ArticularyWordRecognition,5,656.1858667433262,414.4356448017061,0.9933333333333333,0.9933217391304349
ArticularyWordRecognition,6,654.4639990963042,416.227702870965,0.9933333333333333,0.9933217391304349
ArticularyWordRecognition,7,654.6112629286945,417.4541866593063,0.9933333333333333,0.9933217391304349
ArticularyWordRecognition,8,655.7039721719921,416.8270405828953,0.9933333333333333,0.9933217391304349
ArticularyWordRecognition,9,658.3358974978328,415.8042496331036,0.9933333333333333,0.9933217391304349
ArticularyWordRecognition,10,656.1904766373336,418.2600744590163,0.9933333333333333,0.9933217391304349
ArticularyWordRecognition,11,657.8736745230854,416.98281584866345,0.9933333333333333,0.9933217391304349
ArticularyWordRecognition,12,657.4922826755792,418.366935107857,0.9933333333333333,0.9933217391304349
ArticularyWordRecognition,13,656.3297057747841,417.00533389672637,0.9933333333333333,0.9933217391304349
ArticularyWordRecognition,14,658.6530648246408,417.1169524062425,0.9933333333333333,0.9933217391304349
ArticularyWordRecognition,15,658.7303229123354,419.91513311862946,0.9933333333333333,0.9933217391304349
ArticularyWordRecognition,16,645.689955169335,406.16732591949403,0.9933333333333333,0.9933217391304349
ArticularyWordRecognition,17,646.0961439535022,406.8057013619691,0.9933333333333333,0.9933217391304349
ArticularyWordRecognition,18,644.2829841952771,405.6524464227259,0.9933333333333333,0.9933217391304349
ArticularyWordRecognition,19,647.6029171850532,406.9740098193288,0.9933333333333333,0.9933217391304349
AtrialFibrillation,0,21.34628981538117,11.24089116603136,0.4,0.3952861952861953
AtrialFibrillation,1,20.732061933726072,11.58212986215949,0.4,0.3952861952861953
AtrialFibrillation,2,20.437549270689487,11.42617523856461,0.3333333333333333,0.31111111111111106
AtrialFibrillation,3,20.494919005781412,11.264310972765088,0.26666666666666666,0.25925925925925924
AtrialFibrillation,4,20.810079213231802,11.599806560203433,0.3333333333333333,0.336026936026936
AtrialFibrillation,5,20.075879368931055,11.479269292205572,0.4,0.3952861952861953
AtrialFibrillation,6,20.524801099672914,11.423606283962727,0.3333333333333333,0.31111111111111106
AtrialFibrillation,7,21.100886344909668,11.737200943753123,0.3333333333333333,0.3333333333333333
AtrialFibrillation,8,20.694697568193078,11.288821186870337,0.3333333333333333,0.29292929292929293
AtrialFibrillation,9,20.515446385368705,11.224976491183043,0.4,0.37037037037037035
AtrialFibrillation,10,21.116410525515676,11.331781538203359,0.26666666666666666,0.25925925925925924
AtrialFibrillation,11,20.81154258362949,11.752508211880922,0.3333333333333333,0.3333333333333333
AtrialFibrillation,12,19.928793124854565,11.517392363399267,0.2,0.20555555555555555
AtrialFibrillation,13,20.863838216289878,11.293724648654461,0.2,0.20875420875420878
